wind(m/s),    lat,     lon
   26.42,   28.57,  277.24
   25.90,   28.56,  277.28
   25.84,   28.56,  277.32
   18.17,   28.56,  277.36
   20.84,   28.56,  277.40
   21.61,   28.56,  277.44
   22.58,   28.56,  277.48
   23.38,   28.56,  277.52
   24.36,   28.55,  277.56
   24.35,   28.55,  277.60
   23.12,   28.55,  277.64
   23.66,   28.55,  277.68
   23.62,   28.55,  277.72
   21.50,   28.55,  277.77
   22.86,   28.54,  277.81
   22.85,   28.54,  277.85
   22.50,   28.54,  277.89
   22.62,   28.54,  277.93
   22.66,   28.54,  277.97
   23.08,   28.54,  278.01
   23.25,   28.53,  278.05
   23.15,   28.53,  278.09
   23.18,   28.53,  278.13
   23.36,   28.53,  278.17
   24.01,   28.53,  278.21
   24.43,   28.52,  278.25
   25.27,   28.52,  278.29
   26.45,   28.52,  278.33
   26.13,   28.52,  278.37
   22.82,   28.52,  278.42
   21.67,   28.51,  278.46
   18.22,   28.51,  278.50
   18.23,   28.51,  278.54
   18.45,   28.51,  278.58
   18.84,   28.51,  278.62
   20.77,   28.50,  278.66
   24.46,   28.50,  278.70
   24.57,   28.50,  278.74
   24.70,   28.50,  278.78
   25.59,   28.50,  278.82
   25.83,   28.49,  278.86
   25.55,   28.49,  278.90
   24.58,   28.49,  278.94
   22.97,   28.49,  278.98
   21.06,   28.48,  279.02
   21.13,   28.48,  279.06
   22.11,   28.48,  279.11
   28.72,   28.48,  279.15
   31.43,   28.48,  279.19
   31.38,   28.47,  279.23
   28.33,   28.47,  279.27
   23.95,   28.47,  279.31
   31.20,   28.47,  279.35
   31.11,   28.46,  279.39
   33.07,   28.46,  279.43
   33.07,   28.46,  279.47
   29.79,   28.46,  279.51
   29.87,   28.45,  279.55
   29.67,   28.45,  279.59
   29.52,   28.45,  279.63
   29.35,   28.45,  279.67
   29.16,   28.44,  279.71
   28.97,   28.44,  279.75
   28.76,   28.44,  279.79
   28.55,   28.44,  279.83
   28.54,   28.43,  279.88
   28.64,   28.43,  279.92
   28.75,   28.43,  279.96
   28.85,   28.43,  280.00
   28.95,   28.42,  280.04
   29.03,   28.42,  280.08
   29.12,   28.42,  280.12
   29.20,   28.42,  280.16
   29.25,   28.41,  280.20
   29.32,   28.41,  280.24
   29.40,   28.41,  280.28
   29.48,   28.40,  280.32
   29.53,   28.40,  280.36
   29.57,   28.40,  280.40
   29.62,   28.40,  280.44
   29.66,   28.39,  280.48
   29.69,   28.39,  280.52
   29.71,   28.39,  280.56
   29.71,   28.38,  280.60
   29.71,   28.38,  280.64
   29.70,   28.38,  280.69
   29.68,   28.37,  280.73
   29.66,   28.37,  280.77
   29.61,   28.37,  280.81
   29.54,   28.37,  280.85
   29.46,   28.36,  280.89
   29.35,   28.36,  280.93
   29.23,   28.36,  280.97
   29.08,   28.35,  281.01
   28.92,   28.35,  281.05
   28.75,   28.35,  281.09
   28.55,   28.34,  281.13
   28.35,   28.34,  281.17
   28.12,   28.34,  281.21
   27.89,   28.33,  281.25
   27.64,   28.33,  281.29
   27.38,   28.33,  281.33
   27.11,   28.32,  281.37
   26.83,   28.32,  281.41
   26.54,   28.32,  281.45
   26.24,   28.31,  281.49
   25.94,   28.31,  281.53
   25.63,   28.31,  281.57
   25.31,   28.30,  281.61
   24.99,   28.30,  281.65
   24.69,   28.30,  281.70
   24.39,   28.29,  281.74
   24.08,   28.29,  281.78
   23.80,   28.29,  281.82
   23.64,   28.28,  281.86
   23.48,   28.28,  281.90
   23.31,   28.28,  281.94
   23.13,   28.27,  281.98
   22.95,   28.27,  282.02
   22.76,   28.27,  282.06
   22.57,   28.26,  282.10
   22.38,   28.26,  282.14
   22.18,   28.26,  282.18
   21.98,   28.25,  282.22
   21.77,   28.25,  282.26
   21.57,   28.24,  282.30
   21.35,   28.24,  282.34
   21.14,   28.24,  282.38
   20.92,   28.23,  282.42
   20.70,   28.23,  282.46
   20.48,   28.23,  282.50
   20.26,   28.22,  282.54
   20.03,   28.22,  282.58
   19.81,   28.21,  282.62
   19.58,   28.21,  282.66
   19.35,   28.21,  282.70
   19.12,   28.20,  282.74
   18.89,   28.20,  282.78
   18.66,   28.19,  282.82
   18.42,   28.19,  282.86
   18.19,   28.19,  282.90
   17.96,   28.18,  282.94
   17.73,   28.18,  282.98
   17.50,   28.18,  283.02
   17.26,   28.17,  283.06
   17.03,   28.17,  283.11
   16.80,   28.16,  283.15
   16.57,   28.16,  283.19
   16.34,   28.15,  283.23
   16.11,   28.15,  283.27
   15.88,   28.15,  283.31
   15.66,   28.14,  283.35
   15.43,   28.14,  283.39
   15.21,   28.13,  283.43
   14.98,   28.13,  283.47
   14.76,   28.13,  283.51
   14.54,   28.12,  283.55
   14.32,   28.12,  283.59
   14.10,   28.11,  283.63
   13.89,   28.11,  283.67
   13.68,   28.10,  283.71
   13.46,   28.10,  283.75
   13.25,   28.10,  283.79
   13.04,   28.09,  283.83
   12.84,   28.09,  283.87
   12.63,   28.08,  283.91
   12.43,   28.08,  283.95
   12.23,   28.07,  283.99
   12.03,   28.07,  284.03
   11.84,   28.06,  284.07
   11.64,   28.06,  284.11
   11.45,   28.06,  284.15
   11.26,   28.05,  284.19
   11.08,   28.05,  284.23
   10.89,   28.04,  284.27
   10.71,   28.04,  284.31
   10.53,   28.03,  284.35
   10.35,   28.03,  284.39
   10.18,   28.02,  284.43
   10.00,   28.02,  284.47
    9.83,   28.01,  284.51
    9.66,   28.01,  284.55
    9.50,   28.01,  284.59
    9.33,   28.00,  284.63
    9.17,   28.00,  284.67
    9.01,   27.99,  284.71
    8.86,   27.99,  284.75
    8.70,   27.98,  284.79
    8.55,   27.98,  284.83
    8.40,   27.97,  284.87
    8.25,   27.97,  284.91
    8.11,   27.96,  284.95
    7.97,   27.96,  284.99
    7.83,   27.95,  285.03
  -99.00,   27.95,  285.07
  -99.00,   27.94,  285.11
  -99.00,   27.94,  285.15
  -99.00,   27.93,  285.19
  -99.00,   27.93,  285.23
  -99.00,   27.92,  285.27
  -99.00,   27.92,  285.31
  -99.00,   27.91,  285.35
  -99.00,   27.91,  285.39
  -99.00,   27.90,  285.43
  -99.00,   27.90,  285.47
  -99.00,   27.89,  285.51
  -99.00,   27.89,  285.55
  -99.00,   27.88,  285.59
  -99.00,   27.88,  285.63
  -99.00,   27.87,  285.67
  -99.00,   27.87,  285.71
  -99.00,   27.86,  285.75
  -99.00,   27.86,  285.79
  -99.00,   27.85,  285.83
  -99.00,   27.85,  285.87
  -99.00,   27.84,  285.91
  -99.00,   27.84,  285.95
  -99.00,   27.83,  285.99
  -99.00,   27.82,  286.03
  -99.00,   27.82,  286.07
  -99.00,   27.81,  286.11
  -99.00,   27.81,  286.15
  -99.00,   27.80,  286.19
  -99.00,   27.80,  286.23
  -99.00,   27.79,  286.27
  -99.00,   27.79,  286.31
  -99.00,   27.78,  286.35
  -99.00,   27.78,  286.39
  -99.00,   27.77,  286.42
  -99.00,   27.76,  286.46
  -99.00,   27.76,  286.50
  -99.00,   27.75,  286.54
  -99.00,   27.75,  286.58
  -99.00,   27.74,  286.62
  -99.00,   27.74,  286.66
  -99.00,   27.73,  286.70
  -99.00,   27.73,  286.74
  -99.00,   27.72,  286.78
  -99.00,   27.71,  286.82
  -99.00,   27.71,  286.86
  -99.00,   27.70,  286.90
  -99.00,   27.70,  286.94
  -99.00,   27.69,  286.98
  -99.00,   27.69,  287.02
  -99.00,   27.68,  287.06
  -99.00,   27.67,  287.10
  -99.00,   28.60,  270.60
  -99.00,   28.60,  270.64
  -99.00,   28.60,  270.68
  -99.00,   28.60,  270.72
  -99.00,   28.60,  270.76
  -99.00,   28.60,  270.80
  -99.00,   28.60,  270.84
  -99.00,   28.61,  270.88
  -99.00,   28.61,  270.92
  -99.00,   28.61,  270.97
  -99.00,   28.61,  271.01
  -99.00,   28.61,  271.05
  -99.00,   28.61,  271.09
  -99.00,   28.61,  271.13
  -99.00,   28.62,  271.17
  -99.00,   28.62,  271.21
  -99.00,   28.62,  271.25
  -99.00,   28.62,  271.29
  -99.00,   28.62,  271.33
  -99.00,   28.62,  271.37
  -99.00,   28.62,  271.41
  -99.00,   28.62,  271.45
  -99.00,   28.62,  271.49
  -99.00,   28.63,  271.54
  -99.00,   28.63,  271.58
  -99.00,   28.63,  271.62
  -99.00,   28.63,  271.66
  -99.00,   28.63,  271.70
  -99.00,   28.63,  271.74
  -99.00,   28.63,  271.78
  -99.00,   28.63,  271.82
  -99.00,   28.63,  271.86
  -99.00,   28.64,  271.90
  -99.00,   28.64,  271.94
  -99.00,   28.64,  271.98
  -99.00,   28.64,  272.02
  -99.00,   28.64,  272.06
  -99.00,   28.64,  272.11
  -99.00,   28.64,  272.15
  -99.00,   28.64,  272.19
  -99.00,   28.64,  272.23
  -99.00,   28.64,  272.27
  -99.00,   28.64,  272.31
  -99.00,   28.64,  272.35
  -99.00,   28.64,  272.39
  -99.00,   28.65,  272.43
  -99.00,   28.65,  272.47
  -99.00,   28.65,  272.51
  -99.00,   28.65,  272.55
  -99.00,   28.65,  272.59
  -99.00,   28.65,  272.63
   15.00,   28.65,  272.68
   15.13,   28.65,  272.72
   15.27,   28.65,  272.76
   15.41,   28.65,  272.80
   15.55,   28.65,  272.84
   15.69,   28.65,  272.88
   15.84,   28.65,  272.92
   15.98,   28.65,  272.96
   16.13,   28.65,  273.00
   16.28,   28.65,  273.04
   16.43,   28.65,  273.08
   16.58,   28.65,  273.12
   16.73,   28.66,  273.16
   16.87,   28.66,  273.21
   17.02,   28.66,  273.25
   17.17,   28.66,  273.29
   17.31,   28.66,  273.33
   17.46,   28.66,  273.37
   17.61,   28.66,  273.41
   17.75,   28.66,  273.45
   17.90,   28.66,  273.49
   18.05,   28.66,  273.53
   18.21,   28.66,  273.57
   18.36,   28.66,  273.61
   18.52,   28.66,  273.65
   18.68,   28.66,  273.69
   18.83,   28.66,  273.74
   18.99,   28.66,  273.78
   19.15,   28.66,  273.82
   19.30,   28.66,  273.86
   19.45,   28.66,  273.90
   19.60,   28.66,  273.94
   19.74,   28.66,  273.98
   19.89,   28.66,  274.02
   20.03,   28.66,  274.06
   20.19,   28.66,  274.10
   20.34,   28.66,  274.14
   20.49,   28.66,  274.18
   20.65,   28.66,  274.22
   20.80,   28.66,  274.26
   20.94,   28.66,  274.31
   21.09,   28.66,  274.35
   21.24,   28.66,  274.39
   21.38,   28.66,  274.43
   21.52,   28.66,  274.47
   21.66,   28.66,  274.51
   21.79,   28.66,  274.55
   21.92,   28.66,  274.59
   22.05,   28.66,  274.63
   22.16,   28.66,  274.67
   22.28,   28.66,  274.71
   22.41,   28.66,  274.75
   22.52,   28.66,  274.79
   22.63,   28.66,  274.84
   22.73,   28.65,  274.88
   22.83,   28.65,  274.92
   22.93,   28.65,  274.96
   23.05,   28.65,  275.00
   23.18,   28.65,  275.04
   23.33,   28.65,  275.08
   23.50,   28.65,  275.12
   23.67,   28.65,  275.16
   23.84,   28.65,  275.20
   24.01,   28.65,  275.24
   24.18,   28.65,  275.28
   24.37,   28.65,  275.32
   24.57,   28.65,  275.37
   24.76,   28.65,  275.41
   24.93,   28.65,  275.45
   25.12,   28.65,  275.49
   25.33,   28.65,  275.53
   25.58,   28.65,  275.57
   25.83,   28.64,  275.61
   26.07,   28.64,  275.65
   26.27,   28.64,  275.69
   26.46,   28.64,  275.73
   26.59,   28.64,  275.77
   26.78,   28.64,  275.81
   26.97,   28.64,  275.85
   27.11,   28.64,  275.89
   27.21,   28.64,  275.94
   27.29,   28.64,  275.98
   27.40,   28.64,  276.02
   27.46,   28.64,  276.06
   27.50,   28.64,  276.10
   27.54,   28.63,  276.14
   27.54,   28.63,  276.18
   27.55,   28.63,  276.22
   27.55,   28.63,  276.26
   27.55,   28.63,  276.30
   27.58,   28.63,  276.34
   27.65,   28.63,  276.38
   27.68,   28.63,  276.42
   27.73,   28.63,  276.46
   27.85,   28.62,  276.51
   27.91,   28.62,  276.55
   27.93,   28.62,  276.59
   27.92,   28.62,  276.63
   27.89,   28.62,  276.67
   27.85,   28.62,  276.71
   27.79,   28.62,  276.75
   27.73,   28.62,  276.79
   27.66,   28.62,  276.83
   27.60,   28.61,  276.87
   27.61,   28.61,  276.91
   27.65,   28.61,  276.95
   27.67,   28.61,  276.99
   27.63,   28.61,  277.03
   27.56,   28.61,  277.08
   27.38,   28.61,  277.12
   27.08,   28.60,  277.16
   26.64,   28.60,  277.20
   26.06,   28.60,  277.24
   25.48,   28.60,  277.28
   25.25,   28.60,  277.32
   18.50,   28.60,  277.36
   20.99,   28.60,  277.40
   21.82,   28.59,  277.44
   22.65,   28.59,  277.48
   22.89,   28.59,  277.52
   24.16,   28.59,  277.56
   24.38,   28.59,  277.60
   22.87,   28.59,  277.64
   23.65,   28.58,  277.69
   23.67,   28.58,  277.73
   21.64,   28.58,  277.77
   22.86,   28.58,  277.81
   22.88,   28.58,  277.85
   21.99,   28.58,  277.89
   22.37,   28.57,  277.93
   22.65,   28.57,  277.97
   22.75,   28.57,  278.01
   22.97,   28.57,  278.05
   23.11,   28.57,  278.09
   23.23,   28.57,  278.13
   23.80,   28.56,  278.17
   24.75,   28.56,  278.21
   26.45,   28.56,  278.25
   29.11,   28.56,  278.30
   29.13,   28.56,  278.34
   26.31,   28.55,  278.38
   23.45,   28.55,  278.42
   18.09,   28.55,  278.46
   17.90,   28.55,  278.50
   17.75,   28.55,  278.54
   18.09,   28.54,  278.58
   18.61,   28.54,  278.62
   20.15,   28.54,  278.66
   24.20,   28.54,  278.70
   24.73,   28.54,  278.74
   24.41,   28.53,  278.78
   24.57,   28.53,  278.82
   25.65,   28.53,  278.86
   26.01,   28.53,  278.90
   24.85,   28.52,  278.95
   23.18,   28.52,  278.99
   21.20,   28.52,  279.03
   21.35,   28.52,  279.07
   26.31,   28.52,  279.11
   28.45,   28.51,  279.15
   31.55,   28.51,  279.19
   31.87,   28.51,  279.23
   27.47,   28.51,  279.27
   22.81,   28.50,  279.31
   29.55,   28.50,  279.35
   32.50,   28.50,  279.39
   32.93,   28.50,  279.43
   33.39,   28.49,  279.47
   29.83,   28.49,  279.51
   29.99,   28.49,  279.55
   29.66,   28.49,  279.59
   29.53,   28.48,  279.64
   29.34,   28.48,  279.68
   29.15,   28.48,  279.72
   28.94,   28.48,  279.76
   28.73,   28.47,  279.80
   28.51,   28.47,  279.84
   28.28,   28.47,  279.88
   28.06,   28.47,  279.92
   28.10,   28.46,  279.96
   28.19,   28.46,  280.00
   28.28,   28.46,  280.04
   28.36,   28.46,  280.08
   28.43,   28.45,  280.12
   28.51,   28.45,  280.16
   28.56,   28.45,  280.20
   28.60,   28.45,  280.24
   28.68,   28.44,  280.28
   28.75,   28.44,  280.32
   28.80,   28.44,  280.36
   28.84,   28.43,  280.41
   28.88,   28.43,  280.45
   28.92,   28.43,  280.49
   28.95,   28.43,  280.53
   28.96,   28.42,  280.57
   28.97,   28.42,  280.61
   28.97,   28.42,  280.65
   28.96,   28.41,  280.69
   28.94,   28.41,  280.73
   28.92,   28.41,  280.77
   28.87,   28.40,  280.81
   28.81,   28.40,  280.85
   28.73,   28.40,  280.89
   28.63,   28.40,  280.93
   28.52,   28.39,  280.97
   28.38,   28.39,  281.01
   28.23,   28.39,  281.05
   28.06,   28.38,  281.09
   27.88,   28.38,  281.13
   27.69,   28.38,  281.17
   27.48,   28.37,  281.21
   27.25,   28.37,  281.25
   27.02,   28.37,  281.30
   26.77,   28.36,  281.34
   26.52,   28.36,  281.38
   26.25,   28.36,  281.42
   25.98,   28.35,  281.46
   25.69,   28.35,  281.50
   25.41,   28.35,  281.54
   25.12,   28.34,  281.58
   24.83,   28.34,  281.62
   24.55,   28.34,  281.66
   24.26,   28.33,  281.70
   23.97,   28.33,  281.74
   23.68,   28.33,  281.78
   23.44,   28.32,  281.82
   23.28,   28.32,  281.86
   23.13,   28.32,  281.90
   22.96,   28.31,  281.94
   22.79,   28.31,  281.98
   22.62,   28.31,  282.02
   22.44,   28.30,  282.06
   22.25,   28.30,  282.10
   22.06,   28.29,  282.14
   21.87,   28.29,  282.18
   21.68,   28.29,  282.22
   21.48,   28.28,  282.26
   21.27,   28.28,  282.30
   21.07,   28.28,  282.34
   20.86,   28.27,  282.38
   20.65,   28.27,  282.43
   20.43,   28.26,  282.47
   20.22,   28.26,  282.51
   20.00,   28.26,  282.55
   19.78,   28.25,  282.59
   19.56,   28.25,  282.63
   19.33,   28.25,  282.67
   19.11,   28.24,  282.71
   18.88,   28.24,  282.75
   18.66,   28.23,  282.79
   18.43,   28.23,  282.83
   18.20,   28.23,  282.87
   17.98,   28.22,  282.91
   17.75,   28.22,  282.95
   17.52,   28.21,  282.99
   17.29,   28.21,  283.03
   17.07,   28.21,  283.07
   16.84,   28.20,  283.11
   16.61,   28.20,  283.15
   16.39,   28.19,  283.19
   16.16,   28.19,  283.23
   15.94,   28.19,  283.27
   15.71,   28.18,  283.31
   15.49,   28.18,  283.35
   15.27,   28.17,  283.39
   15.05,   28.17,  283.43
   14.83,   28.17,  283.47
   14.61,   28.16,  283.51
   14.39,   28.16,  283.55
   14.18,   28.15,  283.59
   13.96,   28.15,  283.63
   13.75,   28.14,  283.67
   13.54,   28.14,  283.71
   13.33,   28.14,  283.75
   13.13,   28.13,  283.79
   12.92,   28.13,  283.83
   12.72,   28.12,  283.87
   12.52,   28.12,  283.91
   12.32,   28.11,  283.95
   12.12,   28.11,  283.99
   11.92,   28.10,  284.03
   11.73,   28.10,  284.07
   11.54,   28.10,  284.11
   11.35,   28.09,  284.15
   11.16,   28.09,  284.19
   10.98,   28.08,  284.23
   10.80,   28.08,  284.27
   10.62,   28.07,  284.31
   10.44,   28.07,  284.35
   10.27,   28.06,  284.39
   10.09,   28.06,  284.43
    9.92,   28.05,  284.47
    9.75,   28.05,  284.51
    9.59,   28.05,  284.55
    9.42,   28.04,  284.59
    9.26,   28.04,  284.63
    9.10,   28.03,  284.67
    8.94,   28.03,  284.72
    8.79,   28.02,  284.76
    8.64,   28.02,  284.80
    8.49,   28.01,  284.84
    8.34,   28.01,  284.88
    8.19,   28.00,  284.92
    8.05,   28.00,  284.96
    7.91,   27.99,  285.00
    7.77,   27.99,  285.04
  -99.00,   27.98,  285.08
  -99.00,   27.98,  285.12
  -99.00,   27.97,  285.15
  -99.00,   27.97,  285.19
  -99.00,   27.96,  285.23
  -99.00,   27.96,  285.27
  -99.00,   27.95,  285.31
  -99.00,   27.95,  285.35
  -99.00,   27.94,  285.39
  -99.00,   27.94,  285.43
  -99.00,   27.93,  285.47
  -99.00,   27.93,  285.51
  -99.00,   27.92,  285.55
  -99.00,   27.92,  285.59
  -99.00,   27.91,  285.63
  -99.00,   27.91,  285.67
  -99.00,   27.90,  285.71
  -99.00,   27.90,  285.75
  -99.00,   27.89,  285.79
  -99.00,   27.89,  285.83
  -99.00,   27.88,  285.87
  -99.00,   27.88,  285.91
  -99.00,   27.87,  285.95
  -99.00,   27.87,  285.99
  -99.00,   27.86,  286.03
  -99.00,   27.85,  286.07
  -99.00,   27.85,  286.11
  -99.00,   27.84,  286.15
  -99.00,   27.84,  286.19
  -99.00,   27.83,  286.23
  -99.00,   27.83,  286.27
  -99.00,   27.82,  286.31
  -99.00,   27.82,  286.35
  -99.00,   27.81,  286.39
  -99.00,   27.81,  286.43
  -99.00,   27.80,  286.47
  -99.00,   27.79,  286.51
  -99.00,   27.79,  286.55
  -99.00,   27.78,  286.59
  -99.00,   27.78,  286.63
  -99.00,   27.77,  286.67
  -99.00,   27.77,  286.71
  -99.00,   27.76,  286.75
  -99.00,   27.76,  286.79
  -99.00,   27.75,  286.83
  -99.00,   27.74,  286.87
  -99.00,   27.74,  286.91
  -99.00,   27.73,  286.95
  -99.00,   27.73,  286.99
  -99.00,   27.72,  287.03
  -99.00,   27.72,  287.07
  -99.00,   27.71,  287.11
  -99.00,   28.63,  270.60
  -99.00,   28.63,  270.64
  -99.00,   28.63,  270.68
  -99.00,   28.64,  270.72
  -99.00,   28.64,  270.76
  -99.00,   28.64,  270.80
  -99.00,   28.64,  270.84
  -99.00,   28.64,  270.88
  -99.00,   28.64,  270.92
  -99.00,   28.64,  270.96
  -99.00,   28.65,  271.00
  -99.00,   28.65,  271.05
  -99.00,   28.65,  271.09
  -99.00,   28.65,  271.13
  -99.00,   28.65,  271.17
  -99.00,   28.65,  271.21
  -99.00,   28.65,  271.25
  -99.00,   28.65,  271.29
  -99.00,   28.66,  271.33
  -99.00,   28.66,  271.37
  -99.00,   28.66,  271.41
  -99.00,   28.66,  271.45
  -99.00,   28.66,  271.49
  -99.00,   28.66,  271.53
  -99.00,   28.66,  271.57
  -99.00,   28.66,  271.62
  -99.00,   28.66,  271.66
  -99.00,   28.67,  271.70
  -99.00,   28.67,  271.74
  -99.00,   28.67,  271.78
  -99.00,   28.67,  271.82
  -99.00,   28.67,  271.86
  -99.00,   28.67,  271.90
  -99.00,   28.67,  271.94
  -99.00,   28.67,  271.98
  -99.00,   28.67,  272.02
  -99.00,   28.67,  272.06
  -99.00,   28.68,  272.10
  -99.00,   28.68,  272.15
  -99.00,   28.68,  272.19
  -99.00,   28.68,  272.23
  -99.00,   28.68,  272.27
  -99.00,   28.68,  272.31
  -99.00,   28.68,  272.35
  -99.00,   28.68,  272.39
  -99.00,   28.68,  272.43
  -99.00,   28.68,  272.47
  -99.00,   28.68,  272.51
  -99.00,   28.68,  272.55
  -99.00,   28.68,  272.59
  -99.00,   28.68,  272.63
   15.00,   28.69,  272.67
   15.13,   28.69,  272.72
   15.27,   28.69,  272.76
   15.41,   28.69,  272.80
   15.55,   28.69,  272.84
   15.69,   28.69,  272.88
   15.84,   28.69,  272.92
   15.98,   28.69,  272.96
   16.13,   28.69,  273.00
   16.28,   28.69,  273.04
   16.43,   28.69,  273.08
   16.58,   28.69,  273.12
   16.73,   28.69,  273.16
   16.87,   28.69,  273.20
   17.02,   28.69,  273.25
   17.17,   28.69,  273.29
   17.31,   28.69,  273.33
   17.46,   28.69,  273.37
   17.61,   28.69,  273.41
   17.75,   28.69,  273.45
   17.90,   28.69,  273.49
   18.05,   28.69,  273.53
   18.21,   28.69,  273.57
   18.37,   28.69,  273.61
   18.52,   28.69,  273.65
   18.68,   28.69,  273.69
   18.84,   28.69,  273.73
   19.00,   28.69,  273.78
   19.15,   28.69,  273.82
   19.30,   28.69,  273.86
   19.45,   28.69,  273.90
   19.60,   28.69,  273.94
   19.75,   28.69,  273.98
   19.89,   28.69,  274.02
   20.04,   28.69,  274.06
   20.18,   28.69,  274.10
   20.34,   28.69,  274.14
   20.49,   28.69,  274.18
   20.64,   28.69,  274.22
   20.79,   28.69,  274.27
   20.94,   28.69,  274.31
   21.08,   28.69,  274.35
   21.23,   28.69,  274.39
